cod_ibge;municipio;state;population
3162500;São João del Rei ;MG;90497
3162559;São João do Manhuaçu ;MG;11674
3162575;São João do Manteninha ;MG;5918
3162609;São João do Oriente ;MG;7444
3162658;São João do Pacuí ;MG;4448
3162708;São João do Paraíso ;MG;23709
3162807;São João Evangelista ;MG;15767
3162906;São João Nepomuceno ;MG;26447
3162922;São Joaquim de Bicas ;MG;32148
3162948;São José da Barra ;MG;7480
3162955;São José da Lapa ;MG;24135
3163003;São José da Safira ;MG;4280
3163102;São José da Varginha ;MG;5079
3163201;São José do Alegre ;MG;4210
3163300;São José do Divino ;MG;3856
3163409;São José do Goiabal ;MG;5387
3163508;São José do Jacuri ;MG;6431
3163607;São José do Mantimento ;MG;2806
3163706;São Lourenço ;MG;46202
3163805;São Miguel do Anta ;MG;6944
3163904;São Pedro da União ;MG;4610
3164001;São Pedro dos Ferros ;MG;7706
3164100;São Pedro do Suaçuí ;MG;5202
3164209;São Romão ;MG;12529
3164308;São Roque de Minas ;MG;7076
3164407;São Sebastião da Bela Vista ;MG;5552
3164431;São Sebastião da Vargem Alegre ;MG;3024
3164472;São Sebastião do Anta ;MG;6627
3164506;São Sebastião do Maranhão ;MG;9963
3164605;São Sebastião do Oeste ;MG;6863
3164704;São Sebastião do Paraíso ;MG;71445
3164803;São Sebastião do Rio Preto ;MG;1492
3164902;São Sebastião do Rio Verde ;MG;2250
3165008;São Tiago ;MG;10960
3165107;São Tomás de Aquino ;MG;7000
3165206;São Thomé das Letras ;MG;7120
3165305;São Vicente de Minas ;MG;7815
3165404;Sapucaí-Mirim ;MG;6989
3165503;Sardoá ;MG;6361
3165537;Sarzedo ;MG;33413
3165552;Setubinha ;MG;12378
3165560;Sem-Peixe ;MG;2606
3165578;Senador Amaral ;MG;5361
3165602;Senador Cortes ;MG;2003
3165701;Senador Firmino ;MG;7858
3165800;Senador José Bento ;MG;1461
3165909;Senador Modestino Gonçalves ;MG;4105
3166006;Senhora de Oliveira ;MG;5786
3166105;Senhora do Porto ;MG;3519
3166204;Senhora dos Remédios ;MG;10467
3166303;Sericita ;MG;7333
3166402;Seritinga ;MG;1854
3166501;Serra Azul de Minas ;MG;4292
3166600;Serra da Saudade ;MG;776
3166709;Serra dos Aimorés ;MG;8713
3166808;Serra do Salitre ;MG;11668
3166907;Serrania ;MG;7668
3166956;Serranópolis de Minas ;MG;4809
3167004;Serranos ;MG;1956
3167103;Serro ;MG;20940
3167202;Sete Lagoas ;MG;241835
3167301;Silveirânia ;MG;2264
3167400;Silvianópolis ;MG;6248
3167509;Simão Pereira ;MG;2618
3167608;Simonésia ;MG;19736
3167707;Sobrália ;MG;5514
3167806;Soledade de Minas ;MG;6189
3167905;Tabuleiro ;MG;3708
3168002;Taiobeiras ;MG;34397
3168051;Taparuba ;MG;3101
3168101;Tapira ;MG;4832
3168200;Tapiraí ;MG;1872
3168309;Taquaraçu de Minas ;MG;4099
3168408;Tarumirim ;MG;14302
3168507;Teixeiras ;MG;11670
3168606;Teófilo Otoni ;MG;140937
3168705;Timóteo ;MG;90568
3168804;Tiradentes ;MG;8072
3168903;Tiros ;MG;6424
3169000;Tocantins ;MG;16715
3169059;Tocos do Moji ;MG;4109
3169109;Toledo ;MG;6297
3169208;Tombos ;MG;7850
3169307;Três Corações ;MG;80032
3169356;Três Marias ;MG;32716
3169406;Três Pontas ;MG;56940
3169505;Tumiritinga ;MG;6765
3169604;Tupaciguara ;MG;25398
3169703;Turmalina ;MG;20125
3169802;Turvolândia ;MG;5070
3169901;Ubá ;MG;116797
3170008;Ubaí ;MG;12599
3170057;Ubaporanga ;MG;12493
3170107;Uberaba ;MG;337092
3170206;Uberlândia ;MG;699097
3170305;Umburatiba ;MG;2596
3170404;Unaí ;MG;84930
3170438;União de Minas ;MG;4284
3170479;Uruana de Minas ;MG;3260
3170503;Urucânia ;MG;10345
3170529;Urucuia ;MG;17173
3170578;Vargem Alegre ;MG;6470
3170602;Vargem Bonita ;MG;2148
3170651;Vargem Grande do Rio Pardo ;MG;5026
3170701;Varginha ;MG;136602
3170750;Varjão de Minas ;MG;7138
3170800;Várzea da Palma ;MG;39803
3170909;Varzelândia ;MG;19305
3171006;Vazante ;MG;20642
3171030;Verdelândia ;MG;9443
3171071;Veredinha ;MG;5727
3171105;Veríssimo ;MG;4045
3171154;Vermelho Novo ;MG;4846
3171204;Vespasiano ;MG;129765
3171303;Viçosa ;MG;79388
3171402;Vieiras ;MG;3589
3171501;Mathias Lobato ;MG;3179
3171600;Virgem da Lapa ;MG;13740
3171709;Virgínia ;MG;8663
3171808;Virginópolis ;MG;10484
3171907;Virgolândia ;MG;5340
3172004;Visconde do Rio Branco ;MG;42965
3172103;Volta Grande ;MG;5261
3172202;Wenceslau Braz ;MG;2548
3200102;Afonso Cláudio ;ES;30455
3200136;Águia Branca ;ES;9631
3200169;Água Doce do Norte ;ES;10909
3200201;Alegre ;ES;29975
3200300;Alfredo Chaves ;ES;14636
3200359;Alto Rio Novo ;ES;7874
3200409;Anchieta ;ES;29779
3200508;Apiacá ;ES;7554
3200607;Aracruz ;ES;103101
3200706;Atílio Vivacqua ;ES;12105
3200805;Baixo Guandu ;ES;31132
3200904;Barra de São Francisco ;ES;44979
3201001;Boa Esperança ;ES;15092
3201100;Bom Jesus do Norte ;ES;9962
3201159;Brejetuba ;ES;12427
3201209;Cachoeiro de Itapemirim ;ES;210589
3201308;Cariacica ;ES;383917
3201407;Castelo ;ES;37747
3201506;Colatina ;ES;123400
3201605;Conceição da Barra ;ES;31273
3201704;Conceição do Castelo ;ES;12806
3201803;Divino de São Lourenço ;ES;4270
3201902;Domingos Martins ;ES;33986
3202009;Dores do Rio Preto ;ES;6771
3202108;Ecoporanga ;ES;22835
3202207;Fundão ;ES;21948
3202256;Governador Lindenberg ;ES;12880
3202306;Guaçuí ;ES;31122
3202405;Guarapari ;ES;126701
3202454;Ibatiba ;ES;26426
3202504;Ibiraçu ;ES;12591
3202553;Ibitirama ;ES;8859
3202603;Iconha ;ES;13973
3202652;Irupi ;ES;13526
3202702;Itaguaçu ;ES;14023
3202801;Itapemirim ;ES;34656
3202900;Itarana ;ES;10494
3203007;Iúna ;ES;29290
3203056;Jaguaré ;ES;31039
3203106;Jerônimo Monteiro ;ES;12265
3203130;João Neiva ;ES;16722
3203163;Laranja da Terra ;ES;10933
3203205;Linhares ;ES;176688
3203304;Mantenópolis ;ES;15503
3203320;Marataízes ;ES;38883
3203346;Marechal Floriano ;ES;16920
3203353;Marilândia ;ES;12963
3203403;Mimoso do Sul ;ES;26115
3203502;Montanha ;ES;18894
3203601;Mucurici ;ES;5496
3203700;Muniz Freire ;ES;17319
3203809;Muqui ;ES;15526
3203908;Nova Venécia ;ES;50434
3204005;Pancas ;ES;23306
3204054;Pedro Canário ;ES;26381
3204104;Pinheiros ;ES;27327
3204203;Piúma ;ES;22053
3204252;Ponto Belo ;ES;7940
3204302;Presidente Kennedy ;ES;11658
3204351;Rio Bananal ;ES;19271
3204401;Rio Novo do Sul ;ES;11626
3204500;Santa Leopoldina ;ES;12197
3204559;Santa Maria de Jetibá ;ES;41015
3204609;Santa Teresa ;ES;23724
3204658;São Domingos do Norte ;ES;8687
3204708;São Gabriel da Palha ;ES;38522
3204807;São José do Calçado ;ES;10546
3204906;São Mateus ;ES;132642
3204955;São Roque do Canaã ;ES;12510
3205002;Serra ;ES;527240
3205010;Sooretama ;ES;30680
3205036;Vargem Alta ;ES;21591
3205069;Venda Nova do Imigrante ;ES;25745
3205101;Viana ;ES;79500
3205150;Vila Pavão ;ES;9244
3205176;Vila Valério ;ES;14073
3205200;Vila Velha ;ES;501325
3205309;Vitória ;ES;365855
3300100;Angra dos Reis ;RJ;207044
3300159;Aperibé ;RJ;11901
3300209;Araruama ;RJ;134293
3300225;Areal ;RJ;12669
3300233;Armação dos Búzios ;RJ;34477
3300258;Arraial do Cabo ;RJ;30593
3300308;Barra do Piraí ;RJ;100764
3300407;Barra Mansa ;RJ;184833
3300456;Belford Roxo ;RJ;513118
3300506;Bom Jardim ;RJ;27616
3300605;Bom Jesus do Itabapoana ;RJ;37203
3300704;Cabo Frio ;RJ;230378
3300803;Cachoeiras de Macacu ;RJ;59303
3300902;Cambuci ;RJ;15514
3300936;Carapebus ;RJ;16586
3300951;Comendador Levy Gasparian ;RJ;8576
3301009;Campos dos Goytacazes ;RJ;511168
3301108;Cantagalo ;RJ;20168
3301157;Cardoso Moreira ;RJ;12821
3301207;Carmo ;RJ;19030
3301306;Casimiro de Abreu ;RJ;45041
3301405;Conceição de Macabu ;RJ;23398
3301504;Cordeiro ;RJ;22041
3301603;Duas Barras ;RJ;11528
3301702;Duque de Caxias ;RJ;924624
3301801;Engenheiro Paulo de Frontin ;RJ;14071
3301850;Guapimirim ;RJ;61388
3301876;Iguaba Grande ;RJ;28837
3301900;Itaboraí ;RJ;242543
3302007;Itaguaí ;RJ;134819
3302056;Italva ;RJ;15299
3302106;Itaocara ;RJ;23222
3302205;Itaperuna ;RJ;103800
3302254;Itatiaia ;RJ;32064
3302270;Japeri ;RJ;105548
3302304;Laje do Muriaé ;RJ;7326
3302403;Macaé ;RJ;261501
3302452;Macuco ;RJ;5623
3302502;Magé ;RJ;246433
3302601;Mangaratiba ;RJ;45220
3302700;Maricá ;RJ;164504
3302809;Mendes ;RJ;18648
3302858;Mesquita ;RJ;176569
3302908;Miguel Pereira ;RJ;25581
3303005;Miracema ;RJ;27154
3303104;Natividade ;RJ;15311
3303203;Nilópolis ;RJ;162693
3303302;Niterói ;RJ;515317
3303401;Nova Friburgo ;RJ;191158
3303500;Nova Iguaçu ;RJ;823302
3303609;Paracambi ;RJ;52683
3303708;Paraíba do Sul ;RJ;44518
3303807;Paraty ;RJ;43680
3303856;Paty do Alferes ;RJ;27858
3303906;Petrópolis ;RJ;306678
3303955;Pinheiral ;RJ;25364
3304003;Piraí ;RJ;29545
3304102;Porciúncula ;RJ;18960
3304110;Porto Real ;RJ;19974
3304128;Quatis ;RJ;14435
3304144;Queimados ;RJ;151335
3304151;Quissamã ;RJ;25126
3304201;Resende ;RJ;132312
3304300;Rio Bonito ;RJ;60573
3304409;Rio Claro ;RJ;18605
3304508;Rio das Flores ;RJ;9344
3304524;Rio das Ostras ;RJ;155193
3304557;Rio de Janeiro ;RJ;6747815
3304607;Santa Maria Madalena ;RJ;10392
3304706;Santo Antônio de Pádua ;RJ;42594
3304755;São Francisco de Itabapoana ;RJ;42210
3304805;São Fidélis ;RJ;38710
3304904;São Gonçalo ;RJ;1091737
3305000;São João da Barra ;RJ;36423
3305109;São João de Meriti ;RJ;472906
3305133;São José de Ubá ;RJ;7206
3305158;São José do Vale do Rio Preto ;RJ;21916
3305208;São Pedro da Aldeia ;RJ;106049
3305307;São Sebastião do Alto ;RJ;9387
3305406;Sapucaia ;RJ;18249
3305505;Saquarema ;RJ;90583
3305554;Seropédica ;RJ;83092
3305604;Silva Jardim ;RJ;21774
3305703;Sumidouro ;RJ;15667
3305752;Tanguá ;RJ;34610
3305802;Teresópolis ;RJ;184240
3305901;Trajano de Moraes ;RJ;10640
3306008;Três Rios ;RJ;82142
3306107;Valença ;RJ;76869
3306156;Varre-Sai ;RJ;11106
3306206;Vassouras ;RJ;37083
3306305;Volta Redonda ;RJ;273988
3500105;Adamantina ;SP;35111
3500204;Adolfo ;SP;3554
3500303;Aguaí ;SP;36648
3500402;Águas da Prata ;SP;8221
3500501;Águas de Lindóia ;SP;18808
3500550;Águas de Santa Bárbara ;SP;6109
3500600;Águas de São Pedro ;SP;3521
3500709;Agudos ;SP;37401
3500758;Alambari ;SP;6129
3500808;Alfredo Marcondes ;SP;4184
3500907;Altair ;SP;4186
3501004;Altinópolis ;SP;16203
3501103;Alto Alegre ;SP;4088
3501152;Alumínio ;SP;18767
3501202;Álvares Florence ;SP;3647
3501301;Álvares Machado ;SP;24998
3501400;Álvaro de Carvalho ;SP;5274
3501509;Alvinlândia ;SP;3237
3501608;Americana ;SP;242018
3501707;Américo Brasiliense ;SP;41032
3501806;Américo de Campos ;SP;5981
3501905;Amparo ;SP;72677
3502002;Analândia ;SP;5056
3502101;Andradina ;SP;57202
3502200;Angatuba ;SP;25479
3502309;Anhembi ;SP;6819
3502408;Anhumas ;SP;4144
3502507;Aparecida ;SP;36185
3502606;Aparecida d'Oeste ;SP;4158
3502705;Apiaí ;SP;24226
3502754;Araçariguama ;SP;22860
3502804;Araçatuba ;SP;198129
3502903;Araçoiaba da Serra ;SP;34776
3503000;Aramina ;SP;5655
3503109;Arandu ;SP;6365
3503158;Arapeí ;SP;2460
3503208;Araraquara ;SP;238339
3503307;Araras ;SP;135506
3503356;Arco-Íris ;SP;1773
3503406;Arealva ;SP;8613
3503505;Areias ;SP;3896
3503604;Areiópolis ;SP;11158
3503703;Ariranha ;SP;9761
3503802;Artur Nogueira ;SP;55340
3503901;Arujá ;SP;91157
3503950;Aspásia ;SP;1818
3504008;Assis ;SP;105087
3504107;Atibaia ;SP;144088
3504206;Auriflama ;SP;15253
3504305;Avaí ;SP;5436
3504404;Avanhandava ;SP;13859
3504503;Avaré ;SP;91232
3504602;Bady Bassitt ;SP;17761
3504701;Balbinos ;SP;5934
3504800;Bálsamo ;SP;9139
3504909;Bananal ;SP;10993
3505005;Barão de Antonina ;SP;3498
3505104;Barbosa ;SP;7468
3505203;Bariri ;SP;35558
3505302;Barra Bonita ;SP;36126
3505351;Barra do Chapéu ;SP;5760
3505401;Barra do Turvo ;SP;7632
3505500;Barretos ;SP;122833
3505609;Barrinha ;SP;33180
3505708;Barueri ;SP;276982
3505807;Bastos ;SP;20953
3505906;Batatais ;SP;62980
3506003;Bauru ;SP;379297
3506102;Bebedouro ;SP;77555
3506201;Bento de Abreu ;SP;3005
3506300;Bernardino de Campos ;SP;11158
3506359;Bertioga ;SP;64723
3506409;Bilac ;SP;8117
3506508;Birigui ;SP;124883
3506607;Biritiba Mirim ;SP;32936
3506706;Boa Esperança do Sul ;SP;15018
3506805;Bocaina ;SP;12452
3506904;Bofete ;SP;11921
3507001;Boituva ;SP;62170
3507100;Bom Jesus dos Perdões ;SP;25985
3507159;Bom Sucesso de Itararé ;SP;3984
3507209;Borá ;SP;838
3507308;Boracéia ;SP;4868
3507407;Borborema ;SP;16164
3507456;Borebi ;SP;2683
3507506;Botucatu ;SP;148130
3507605;Bragança Paulista ;SP;170533
3507704;Braúna ;SP;5741
3507753;Brejo Alegre ;SP;2889
3507803;Brodowski ;SP;25277
3507902;Brotas ;SP;24636
3508009;Buri ;SP;19965
3508108;Buritama ;SP;17281
3508207;Buritizal ;SP;4514
3508306;Cabrália Paulista ;SP;4243
3508405;Cabreúva ;SP;50429
3508504;Caçapava ;SP;95018
3508603;Cachoeira Paulista ;SP;33581
3508702;Caconde ;SP;19009
3508801;Cafelândia ;SP;17843
3508900;Caiabu ;SP;4193
3509007;Caieiras ;SP;102775
3509106;Caiuá ;SP;5946
3509205;Cajamar ;SP;77934
3509254;Cajati ;SP;28494
3509304;Cajobi ;SP;10596
3509403;Cajuru ;SP;26393
3509452;Campina do Monte Alegre ;SP;6057
3509502;Campinas ;SP;1213792
3509601;Campo Limpo Paulista ;SP;85541
3509700;Campos do Jordão ;SP;52405
3509809;Campos Novos Paulista ;SP;4997
3509908;Cananéia ;SP;12541
3509957;Canas ;SP;5204
3510005;Cândido Mota ;SP;31346
3510104;Cândido Rodrigues ;SP;2799
3510153;Canitar ;SP;5292
3510203;Capão Bonito ;SP;47118
3510302;Capela do Alto ;SP;20985
3510401;Capivari ;SP;56379
3510500;Caraguatatuba ;SP;123389
3510609;Carapicuíba ;SP;403183
3510708;Cardoso ;SP;12349
3510807;Casa Branca ;SP;30520
3510906;Cássia dos Coqueiros ;SP;2505
3511003;Castilho ;SP;21267
3511102;Catanduva ;SP;122497
3511201;Catiguá ;SP;7855
3511300;Cedral ;SP;9346
3511409;Cerqueira César ;SP;20191
3511508;Cerquilho ;SP;49802
3511607;Cesário Lange ;SP;18375
3511706;Charqueada ;SP;17367
3511904;Clementina ;SP;8757
3512001;Colina ;SP;18535
3512100;Colômbia ;SP;6216
3512209;Conchal ;SP;28273
3512308;Conchas ;SP;18019
3512407;Cordeirópolis ;SP;24826
3512506;Coroados ;SP;6129
3512605;Coronel Macedo ;SP;4635
3512704;Corumbataí ;SP;4064
3512803;Cosmópolis ;SP;73474
3512902;Cosmorama ;SP;7298
3513009;Cotia ;SP;253608
3513108;Cravinhos ;SP;35579
3513207;Cristais Paulista ;SP;8718
3513306;Cruzália ;SP;2046
3513405;Cruzeiro ;SP;82571
3513504;Cubatão ;SP;131626
3513603;Cunha ;SP;21459
3513702;Descalvado ;SP;33910
3513801;Diadema ;SP;426757
3513850;Dirce Reis ;SP;1799
3513900;Divinolândia ;SP;11086
3514007;Dobrada ;SP;9010
3514106;Dois Córregos ;SP;27512
3514205;Dolcinópolis ;SP;2112
3514304;Dourado ;SP;8878
3514403;Dracena ;SP;47043
3514502;Duartina ;SP;12433
3514601;Dumont ;SP;10023
3514700;Echaporã ;SP;6064
3514809;Eldorado ;SP;15544
3514908;Elias Fausto ;SP;17936
3514924;Elisiário ;SP;3697
3514957;Embaúba ;SP;2449
3515004;Embu das Artes ;SP;276535
3515103;Embu-Guaçu ;SP;69901
3515129;Emilianópolis ;SP;3227
3515152;Engenheiro Coelho ;SP;21249
3515186;Espírito Santo do Pinhal ;SP;44471
3515194;Espírito Santo do Turvo ;SP;4878
3515202;Estrela d'Oeste ;SP;8419
3515301;Estrela do Norte ;SP;2770
3515350;Euclides da Cunha Paulista ;SP;9325
3515400;Fartura ;SP;16070
3515509;Fernandópolis ;SP;69402
3515608;Fernando Prestes ;SP;5794
3515657;Fernão ;SP;1727
3515707;Ferraz de Vasconcelos ;SP;196500
3515806;Flora Rica ;SP;1430
3515905;Floreal ;SP;2900
3516002;Flórida Paulista ;SP;14790
3516101;Florínea ;SP;2653
3516200;Franca ;SP;355901
3516309;Francisco Morato ;SP;177633
3516408;Franco da Rocha ;SP;156492
3516507;Gabriel Monteiro ;SP;2776
3516606;Gália ;SP;6482
3516705;Garça ;SP;44409
3516804;Gastão Vidigal ;SP;4860
3516853;Gavião Peixoto ;SP;4815
3516903;General Salgado ;SP;10862
3517000;Getulina ;SP;11447
3517109;Glicério ;SP;4829
3517208;Guaiçara ;SP;12294
3517307;Guaimbê ;SP;5785
3517406;Guaíra ;SP;41040
3517505;Guapiaçu ;SP;21775
3517604;Guapiara ;SP;17025
3517703;Guará ;SP;21308
3517802;Guaraçaí ;SP;8290
3517901;Guaraci ;SP;11287
3518008;Guarani d'Oeste ;SP;1998
3518107;Guarantã ;SP;6675
3518206;Guararapes ;SP;33100
3518305;Guararema ;SP;30136
3518404;Guaratinguetá ;SP;122505
3518503;Guareí ;SP;18887
3518602;Guariba ;SP;40487
3518701;Guarujá ;SP;322750
3518800;Guarulhos ;SP;1392121
3518859;Guatapará ;SP;7709
3518909;Guzolândia ;SP;5307
3519006;Herculândia ;SP;9588
3519055;Holambra ;SP;15272
3519071;Hortolândia ;SP;234259
3519105;Iacanga ;SP;11858
3519204;Iacri ;SP;6295
3519253;Iaras ;SP;9517
3519303;Ibaté ;SP;35472
3519402;Ibirá ;SP;12518
3519501;Ibirarema ;SP;7841
3519600;Ibitinga ;SP;60600
3519709;Ibiúna ;SP;79479
3519808;Icém ;SP;8304
3519907;Iepê ;SP;8194
3520004;Igaraçu do Tietê ;SP;24749
3520103;Igarapava ;SP;30614
3520202;Igaratá ;SP;9583
3520301;Iguape ;SP;30989
3520400;Ilhabela ;SP;35591
3520426;Ilha Comprida ;SP;11362
3520442;Ilha Solteira ;SP;26788
3520509;Indaiatuba ;SP;256223
3520608;Indiana ;SP;4879
3520707;Indiaporã ;SP;3886
3520806;Inúbia Paulista ;SP;4019
3520905;Ipaussu ;SP;15069
3521002;Iperó ;SP;37964
3521101;Ipeúna ;SP;7687
3521150;Ipiguá ;SP;5476
3521200;Iporanga ;SP;4199
3521309;Ipuã ;SP;16604
3521408;Iracemápolis ;SP;24614
3521507;Irapuã ;SP;8048
3521606;Irapuru ;SP;8325
3521705;Itaberá ;SP;17480
3521804;Itaí ;SP;27382
3521903;Itajobi ;SP;15297
3522000;Itaju ;SP;3887
3522109;Itanhaém ;SP;103102
3522158;Itaoca ;SP;3330
3522208;Itapecerica da Serra ;SP;177662
3522307;Itapetininga ;SP;165526
3522406;Itapeva ;SP;94804
3522505;Itapevi ;SP;240961
3522604;Itapira ;SP;75234
3522653;Itapirapuã Paulista ;SP;4268
3522703;Itápolis ;SP;43331
3522802;Itaporanga ;SP;15173
3522901;Itapuí ;SP;14147
3523008;Itapura ;SP;4951
3523107;Itaquaquecetuba ;SP;375011
3523206;Itararé ;SP;50642
3523305;Itariri ;SP;17598
3523404;Itatiba ;SP;122581
3523503;Itatinga ;SP;20921
3523602;Itirapina ;SP;18387
3523701;Itirapuã ;SP;6543
3523800;Itobi ;SP;7852
3523909;Itu ;SP;175568
3524006;Itupeva ;SP;62813
3524105;Ituverava ;SP;42045
3524204;Jaborandi ;SP;6946
3524303;Jaboticabal ;SP;77652
3524402;Jacareí ;SP;235416
3524501;Jaci ;SP;7196
3524600;Jacupiranga ;SP;17889
3524709;Jaguariúna ;SP;58722
3524808;Jales ;SP;49201
3524907;Jambeiro ;SP;6717
3525003;Jandira ;SP;126356
3525102;Jardinópolis ;SP;44970
3525201;Jarinu ;SP;30617
3525300;Jaú ;SP;151881
3525409;Jeriquara ;SP;3151
3525508;Joanópolis ;SP;13338
3525607;João Ramalho ;SP;4551
3525706;José Bonifácio ;SP;37366
3525805;Júlio Mesquita ;SP;4800
3525854;Jumirim ;SP;3418
3525904;Jundiaí ;SP;423006
3526001;Junqueirópolis ;SP;20831
3526100;Juquiá ;SP;18718
3526209;Juquitiba ;SP;31646
3526308;Lagoinha ;SP;4889
3526407;Laranjal Paulista ;SP;28785
3526506;Lavínia ;SP;12285
3526605;Lavrinhas ;SP;7311
3526704;Leme ;SP;104346
3526803;Lençóis Paulista ;SP;68990
3526902;Limeira ;SP;308482
3527009;Lindóia ;SP;8092
3527108;Lins ;SP;78503
3527207;Lorena ;SP;89125
3527256;Lourdes ;SP;2300
3527306;Louveira ;SP;49993
3527405;Lucélia ;SP;21886
3527504;Lucianópolis ;SP;2403
3527603;Luís Antônio ;SP;15292
3527702;Luiziânia ;SP;5855
3527801;Lupércio ;SP;4596
3527900;Lutécia ;SP;2636
3528007;Macatuba ;SP;17214
3528106;Macaubal ;SP;8147
3528205;Macedônia ;SP;3692
3528304;Magda ;SP;3102
3528403;Mairinque ;SP;47441
3528502;Mairiporã ;SP;101937
3528601;Manduri ;SP;9910
3528700;Marabá Paulista ;SP;5948
3528809;Maracaí ;SP;14036
3528858;Marapoama ;SP;3064
3528908;Mariápolis ;SP;4091
3529005;Marília ;SP;240590
3529104;Marinópolis ;SP;2106
3529203;Martinópolis ;SP;26628
3529302;Matão ;SP;83626
3529401;Mauá ;SP;477552
3529500;Mendonça ;SP;5565
3529609;Meridiano ;SP;3824
3529658;Mesópolis ;SP;1905
3529708;Miguelópolis ;SP;22355
3529807;Mineiros do Tietê ;SP;12966
3529906;Miracatu ;SP;19643
3530003;Mira Estrela ;SP;3106
3530102;Mirandópolis ;SP;29706
3530201;Mirante do Paranapanema ;SP;18338
3530300;Mirassol ;SP;60303
3530409;Mirassolândia ;SP;4919
3530508;Mococa ;SP;68980
3530607;Mogi das Cruzes ;SP;450785
3530706;Mogi Guaçu ;SP;153033
3530805;Mogi Mirim ;SP;93650
3530904;Mombuca ;SP;3508
3531001;Monções ;SP;2267
3531100;Mongaguá ;SP;57648
3531209;Monte Alegre do Sul ;SP;8111
3531308;Monte Alto ;SP;50772
3531407;Monte Aprazível ;SP;25373
3531506;Monte Azul Paulista ;SP;18968
3531605;Monte Castelo ;SP;4166
3531704;Monteiro Lobato ;SP;4696
3531803;Monte Mor ;SP;60754
3531902;Morro Agudo ;SP;33288
3532009;Morungaba ;SP;13781
3532058;Motuca ;SP;4795
3532108;Murutinga do Sul ;SP;4506
3532157;Nantes ;SP;3179
3532207;Narandiba ;SP;4904
3532306;Natividade da Serra ;SP;6642
3532405;Nazaré Paulista ;SP;18698
3532504;Neves Paulista ;SP;8923
3532603;Nhandeara ;SP;11527
3532702;Nipoã ;SP;5298
3532801;Nova Aliança ;SP;7068
3532827;Nova Campina ;SP;9860
3532843;Nova Canaã Paulista ;SP;1852
3532868;Nova Castilho ;SP;1278
3532900;Nova Europa ;SP;11355
3533007;Nova Granada ;SP;21689
3533106;Nova Guataporanga ;SP;2325
3533205;Nova Independência ;SP;4053
3533254;Novais ;SP;5945
3533304;Nova Luzitânia ;SP;4160
3533403;Nova Odessa ;SP;60956
3533502;Novo Horizonte ;SP;41414
3533601;Nuporanga ;SP;7478
3533700;Ocauçu ;SP;4291
3533809;Óleo ;SP;2471
3533908;Olímpia ;SP;55130
3534005;Onda Verde ;SP;4422
3534104;Oriente ;SP;6542
3534203;Orindiúva ;SP;7194
3534302;Orlândia ;SP;44360
3534401;Osasco ;SP;699944
3534500;Oscar Bressane ;SP;2603
3534609;Osvaldo Cruz ;SP;33000
3534708;Ourinhos ;SP;114352
3534757;Ouroeste ;SP;10539
3534807;Ouro Verde ;SP;8620
3534906;Pacaembu ;SP;14263
3535002;Palestina ;SP;13123
3535101;Palmares Paulista ;SP;13486
3535200;Palmeira d'Oeste ;SP;9227
3535309;Palmital ;SP;22272
3535408;Panorama ;SP;15862
3535507;Paraguaçu Paulista ;SP;45945
3535606;Paraibuna ;SP;18263
3535705;Paraíso ;SP;6496
3535804;Paranapanema ;SP;20395
3535903;Paranapuã ;SP;4095
3536000;Parapuã ;SP;10949
3536109;Pardinho ;SP;6508
3536208;Pariquera-Açu ;SP;19723
3536257;Parisi ;SP;2169
3536307;Patrocínio Paulista ;SP;14807
3536406;Paulicéia ;SP;7454
3536505;Paulínia ;SP;112003
3536570;Paulistânia ;SP;1834
3536604;Paulo de Faria ;SP;8959
3536703;Pederneiras ;SP;47111
3536802;Pedra Bela ;SP;6110
3536901;Pedranópolis ;SP;2481
3537008;Pedregulho ;SP;16811
3537107;Pedreira ;SP;48463
3537156;Pedrinhas Paulista ;SP;3101
3537206;Pedro de Toledo ;SP;11421
3537305;Penápolis ;SP;63757
3537404;Pereira Barreto ;SP;25677
3537503;Pereiras ;SP;8773
3537602;Peruíbe ;SP;69001
3537701;Piacatu ;SP;6038
3537800;Piedade ;SP;55542
3537909;Pilar do Sul ;SP;29402
3538006;Pindamonhangaba ;SP;170132
3538105;Pindorama ;SP;17216
3538204;Pinhalzinho ;SP;15388
3538303;Piquerobi ;SP;3699
3538501;Piquete ;SP;13575
3538600;Piracaia ;SP;27462
3538709;Piracicaba ;SP;407252
3538808;Piraju ;SP;29869
3538907;Pirajuí ;SP;25719
3539004;Pirangi ;SP;11471
3539103;Pirapora do Bom Jesus ;SP;19178
3539202;Pirapozinho ;SP;27754
3539301;Pirassununga ;SP;76877
3539400;Piratininga ;SP;13765
3539509;Pitangueiras ;SP;40080
3539608;Planalto ;SP;5304
3539707;Platina ;SP;3578
3539806;Poá ;SP;118349
3539905;Poloni ;SP;6113
3540002;Pompéia ;SP;22172
3540101;Pongaí ;SP;3400
3540200;Pontal ;SP;50852
3540259;Pontalinda ;SP;4674
3540309;Pontes Gestal ;SP;2577
3540408;Populina ;SP;4152
3540507;Porangaba ;SP;10067
3540606;Porto Feliz ;SP;53402
3540705;Porto Ferreira ;SP;56504
3540754;Potim ;SP;25130
3540804;Potirendaba ;SP;17516
3540853;Pracinha ;SP;4212
3540903;Pradópolis ;SP;21873
3541000;Praia Grande ;SP;330845
3541059;Pratânia ;SP;5317
