cod_ibge;municipio;state_cod_ibge
2922607;nilo pecanha;BA
2922656;nordestina;BA
2922706;nova canaa;BA
2922730;nova fatima;BA
2922755;nova ibia;BA
2922805;nova itarana;BA
2922854;nova redencao;BA
2922904;nova soure;BA
2923001;nova vicosa;BA
2923035;novo horizonte;BA
2923050;novo triunfo;BA
2923100;olindina;BA
2923209;oliveira dos brejinhos;BA
2923308;ouricangas;BA
2923357;ourolandia;BA
2923407;palmas de monte alto;BA
2923506;palmeiras;BA
2923605;paramirim;BA
2923704;paratinga;BA
2923803;paripiranga;BA
2923902;pau brasil;BA
2924009;paulo afonso;BA
2924058;pe de serra;BA
2924108;pedrao;BA
2924207;pedro alexandre;BA
2924306;piata;BA
2924405;pilao arcado;BA
2924504;pindai;BA
2924603;pindobacu;BA
2924652;pintadas;BA
2924678;pirai do norte;BA
2924702;piripa;BA
2924801;piritiba;BA
2924900;planaltino;BA
2925006;planalto;BA
2925105;pocoes;BA
2925204;pojuca;BA
2925253;ponto novo;BA
2925303;porto seguro;BA
2925402;potiragua;BA
2925501;prado;BA
2925600;presidente dutra;BA
2925709;presidente janio quadros;BA
2925758;presidente tancredo neves;BA
2925808;queimadas;BA
2925907;quijingue;BA
2925931;quixabeira;BA
2925956;rafael jambeiro;BA
2926004;remanso;BA
2926103;retirolandia;BA
2926202;riachao das neves;BA
2926301;riachao do jacuipe;BA
2926400;riacho de santana;BA
2926509;ribeira do amparo;BA
2926608;ribeira do pombal;BA
2926657;ribeirao do largo;BA
2926707;rio de contas;BA
2926806;rio do antonio;BA
2926905;rio do pires;BA
2927002;rio real;BA
2927101;rodelas;BA
2927200;ruy barbosa;BA
2927309;salinas da margarida;BA
2927408;salvador;BA
2927507;santa barbara;BA
2927606;santa brigida;BA
2927705;santa cruz cabralia;BA
2927804;santa cruz da vitoria;BA
2927903;santa ines;BA
2928000;santaluz;BA
2928059;santa luzia;BA
2928109;santa maria da vitoria;BA
2928208;santana;BA
2928307;santanopolis;BA
2928406;santa rita de cassia;BA
2928505;santa terezinha;BA
2928604;santo amaro;BA
2928703;santo antonio de jesus;BA
2928802;santo estevao;BA
2928901;sao desiderio;BA
2928950;sao domingos;BA
2929008;sao felix;BA
2929057;sao felix do coribe;BA
2929107;sao felipe;BA
2929206;sao francisco do conde;BA
2929255;sao gabriel;BA
2929305;sao goncalo dos campos;BA
2929354;sao jose da vitoria;BA
2929370;sao jose do jacuipe;BA
2929404;sao miguel das matas;BA
2929503;sao sebastiao do passe;BA
2929602;sapeacu;BA
2929701;satiro dias;BA
2929750;saubara;BA
2929800;saude;BA
2929909;seabra;BA
2930006;sebastiao laranjeiras;BA
2930105;senhor do bonfim;BA
2930154;serra do ramalho;BA
2930204;sento se;BA
2930303;serra dourada;BA
2930402;serra preta;BA
2930501;serrinha;BA
2930600;serrolandia;BA
2930709;simoes filho;BA
2930758;sitio do mato;BA
2930766;sitio do quinto;BA
2930774;sobradinho;BA
2930808;souto soares;BA
2930907;tabocas do brejo velho;BA
2931004;tanhacu;BA
2931053;tanque novo;BA
2931103;tanquinho;BA
2931202;taperoa;BA
2931301;tapiramuta;BA
2931350;teixeira de freitas;BA
2931400;teodoro sampaio;BA
2931509;teofilandia;BA
2931608;teolandia;BA
2931707;terra nova;BA
2931806;tremedal;BA
2931905;tucano;BA
2932002;uaua;BA
2932101;ubaira;BA
2932200;ubaitaba;BA
2932309;ubata;BA
2932408;uibai;BA
2932457;umburanas;BA
2932507;una;BA
2932606;urandi;BA
2932705;urucuca;BA
2932804;utinga;BA
2932903;valenca;BA
2933000;valente;BA
2933059;varzea da roca;BA
2933109;varzea do poco;BA
2933158;varzea nova;BA
2933174;varzedo;BA
2933208;vera cruz;BA
2933257;vereda;BA
2933307;vitoria da conquista;BA
2933406;wagner;BA
2933455;wanderley;BA
2933505;wenceslau guimaraes;BA
2933604;xique-xique;BA
3100104;abadia dos dourados;MG
3100203;abaete;MG
3100302;abre campo;MG
3100401;acaiaca;MG
3100500;acucena;MG
3100609;agua boa;MG
3100708;agua comprida;MG
3100807;aguanil;MG
3100906;aguas formosas;MG
3101003;aguas vermelhas;MG
3101102;aimores;MG
3101201;aiuruoca;MG
3101300;alagoa;MG
3101409;albertina;MG
3101508;alem paraiba;MG
3101607;alfenas;MG
3101631;alfredo vasconcelos;MG
3101706;almenara;MG
3101805;alpercata;MG
3101904;alpinopolis;MG
3102001;alterosa;MG
3102050;alto caparao;MG
3102100;alto rio doce;MG
3102209;alvarenga;MG
3102308;alvinopolis;MG
3102407;alvorada de minas;MG
3102506;amparo do serra;MG
3102605;andradas;MG
3102704;cachoeira de pajeu;MG
3102803;andrelandia;MG
3102852;angelandia;MG
3102902;antonio carlos;MG
3103009;antonio dias;MG
3103108;antonio prado de minas;MG
3103207;aracai;MG
3103306;aracitaba;MG
3103405;aracuai;MG
3103504;araguari;MG
3103603;arantina;MG
3103702;araponga;MG
3103751;arapora;MG
3103801;arapua;MG
3103900;araujos;MG
3104007;araxa;MG
3104106;arceburgo;MG
3104205;arcos;MG
3104304;areado;MG
3104403;argirita;MG
3104452;aricanduva;MG
3104502;arinos;MG
3104601;astolfo dutra;MG
3104700;ataleia;MG
3104809;augusto de lima;MG
3104908;baependi;MG
3105004;baldim;MG
3105103;bambui;MG
3105202;bandeira;MG
3105301;bandeira do sul;MG
3105400;barao de cocais;MG
3105509;barao de monte alto;MG
3105608;barbacena;MG
3105707;barra longa;MG
3105905;barroso;MG
3106002;bela vista de minas;MG
3106101;belmiro braga;MG
3106200;belo horizonte;MG
3106309;belo oriente;MG
3106408;belo vale;MG
3106507;berilo;MG
3106606;bertopolis;MG
3106655;berizal;MG
3106705;betim;MG
3106804;bias fortes;MG
3106903;bicas;MG
3107000;biquinhas;MG
3107109;boa esperanca;MG
3107208;bocaina de minas;MG
3107307;bocaiuva;MG
3107406;bom despacho;MG
3107505;bom jardim de minas;MG
3107604;bom jesus da penha;MG
3107703;bom jesus do amparo;MG
3107802;bom jesus do galho;MG
3107901;bom repouso;MG
3108008;bom sucesso;MG
3108107;bonfim;MG
3108206;bonfinopolis de minas;MG
3108255;bonito de minas;MG
3108305;borda da mata;MG
3108404;botelhos;MG
3108503;botumirim;MG
3108552;brasilandia de minas;MG
3108602;brasilia de minas;MG
3108701;bras pires;MG
3108800;braunas;MG
3108909;brazopolis;MG
3109006;brumadinho;MG
3109105;bueno brandao;MG
3109204;buenopolis;MG
3109253;bugre;MG
3109303;buritis;MG
3109402;buritizeiro;MG
3109451;cabeceira grande;MG
3109501;cabo verde;MG
3109600;cachoeira da prata;MG
3109709;cachoeira de minas;MG
3109808;cachoeira dourada;MG
3109907;caetanopolis;MG
3110004;caete;MG
3110103;caiana;MG
3110202;cajuri;MG
3110301;caldas;MG
3110400;camacho;MG
3110509;camanducaia;MG
3110608;cambui;MG
3110707;cambuquira;MG
3110806;campanario;MG
3110905;campanha;MG
3111002;campestre;MG
3111101;campina verde;MG
3111150;campo azul;MG
3111200;campo belo;MG
3111309;campo do meio;MG
3111408;campo florido;MG
3111507;campos altos;MG
3111606;campos gerais;MG
3111705;canaa;MG
3111804;canapolis;MG
3111903;cana verde;MG
3112000;candeias;MG
3112059;cantagalo;MG
3112109;caparao;MG
3112208;capela nova;MG
3112307;capelinha;MG
3112406;capetinga;MG
3112505;capim branco;MG
3112604;capinopolis;MG
3112653;capitao andrade;MG
3112703;capitao eneas;MG
3112802;capitolio;MG
3112901;caputira;MG
3113008;carai;MG
3113107;caranaiba;MG
3113206;carandai;MG
3113305;carangola;MG
3113404;caratinga;MG
3113503;carbonita;MG
3113602;careacu;MG
3113701;carlos chagas;MG
3113800;carmesia;MG
3113909;carmo da cachoeira;MG
3114006;carmo da mata;MG
3114105;carmo de minas;MG
3114204;carmo do cajuru;MG
3114303;carmo do paranaiba;MG
3114402;carmo do rio claro;MG
3114501;carmopolis de minas;MG
3114550;carneirinho;MG
3114600;carrancas;MG
3114709;carvalhopolis;MG
3114808;carvalhos;MG
3114907;casa grande;MG
3115003;cascalho rico;MG
3115102;cassia;MG
3115201;conceicao da barra de minas;MG
3115300;cataguases;MG
3115359;catas altas;MG
3115409;catas altas da noruega;MG
3115458;catuji;MG
3115474;catuti;MG
3115508;caxambu;MG
3115607;cedro do abaete;MG
3115706;central de minas;MG
3115805;centralina;MG
3115904;chacara;MG
3116001;chale;MG
3116100;chapada do norte;MG
3116159;chapada gaucha;MG
3116209;chiador;MG
3116308;cipotanea;MG
3116407;claraval;MG
3116506;claro dos pocoes;MG
3116605;claudio;MG
3116704;coimbra;MG
3116803;coluna;MG
3116902;comendador gomes;MG
3117009;comercinho;MG
3117108;conceicao da aparecida;MG
3117207;conceicao das pedras;MG
3117306;conceicao das alagoas;MG
3117405;conceicao de ipanema;MG
3117504;conceicao do mato dentro;MG
3117603;conceicao do para;MG
3117702;conceicao do rio verde;MG
3117801;conceicao dos ouros;MG
3117836;conego marinho;MG
3117876;confins;MG
3117900;congonhal;MG
3118007;congonhas;MG
3118106;congonhas do norte;MG
3118205;conquista;MG
3118304;conselheiro lafaiete;MG
3118403;conselheiro pena;MG
3118502;consolacao;MG
3118601;contagem;MG
3118700;coqueiral;MG
3118809;coracao de jesus;MG
3118908;cordisburgo;MG
3119005;cordislandia;MG
3119104;corinto;MG
3119203;coroaci;MG
3119302;coromandel;MG
3119401;coronel fabriciano;MG
3119500;coronel murta;MG
3119609;coronel pacheco;MG
3119708;coronel xavier chaves;MG
3119807;corrego danta;MG
3119906;corrego do bom jesus;MG
3119955;corrego fundo;MG
3120003;corrego novo;MG
3120102;couto de magalhaes de minas;MG
3120151;crisolita;MG
3120201;cristais;MG
3120300;cristalia;MG
3120409;cristiano otoni;MG
3120508;cristina;MG
3120607;crucilandia;MG
3120706;cruzeiro da fortaleza;MG
3120805;cruzilia;MG
3120839;cuparaque;MG
3120870;curral de dentro;MG
3120904;curvelo;MG
3121001;datas;MG
3121100;delfim moreira;MG
3121209;delfinopolis;MG
3121258;delta;MG
3121308;descoberto;MG
3121407;desterro de entre rios;MG
3121506;desterro do melo;MG
3121605;diamantina;MG
3121704;diogo de vasconcelos;MG
3121803;dionisio;MG
3121902;divinesia;MG
3122009;divino;MG
3122108;divino das laranjeiras;MG
3122207;divinolandia de minas;MG
3122306;divinopolis;MG
3122355;divisa alegre;MG
3122405;divisa nova;MG
3122454;divisopolis;MG
3122470;dom bosco;MG
3122504;dom cavati;MG
3122603;dom joaquim;MG
3122702;dom silverio;MG
3122801;dom vicoso;MG
3122900;dona eusebia;MG
3123007;dores de campos;MG
3123106;dores de guanhaes;MG
3123205;dores do indaia;MG
3123304;dores do turvo;MG
3123403;doresopolis;MG
3123502;douradoquara;MG
3123528;durande;MG
3123601;eloi mendes;MG
3123700;engenheiro caldas;MG
3123809;engenheiro navarro;MG
3123858;entre folhas;MG
3123908;entre rios de minas;MG
3124005;ervalia;MG
3124104;esmeraldas;MG
3124203;espera feliz;MG
3124302;espinosa;MG
3124401;espirito santo do dourado;MG
3124500;estiva;MG
3124609;estrela dalva;MG
3124708;estrela do indaia;MG
3124807;estrela do sul;MG
3124906;eugenopolis;MG
3125002;ewbank da camara;MG
3125101;extrema;MG
3125200;fama;MG
3125309;faria lemos;MG
3125408;felicio dos santos;MG
3125507;sao goncalo do rio preto;MG
3125606;felisburgo;MG
3125705;felixlandia;MG
3125804;fernandes tourinho;MG
3125903;ferros;MG
3125952;fervedouro;MG
3126000;florestal;MG
3126109;formiga;MG
3126208;formoso;MG
3126307;fortaleza de minas;MG
3126406;fortuna de minas;MG
3126505;francisco badaro;MG
3126604;francisco dumont;MG
3126703;francisco sa;MG
3126752;franciscopolis;MG
3126802;frei gaspar;MG
3126901;frei inocencio;MG
3126950;frei lagonegro;MG
3127008;fronteira;MG
3127057;fronteira dos vales;MG
3127073;fruta de leite;MG
3127107;frutal;MG
3127206;funilandia;MG
3127305;galileia;MG
3127339;gameleiras;MG
3127354;glaucilandia;MG
3127370;goiabeira;MG
3127388;goiana;MG
3127404;goncalves;MG
3127503;gonzaga;MG
3127602;gouveia;MG
3127701;governador valadares;MG
3127800;grao mogol;MG
3127909;grupiara;MG
3128006;guanhaes;MG
3128105;guape;MG
3128204;guaraciaba;MG
3128253;guaraciama;MG
3128303;guaranesia;MG
3128402;guarani;MG
3128501;guarara;MG
3128600;guarda-mor;MG
3128709;guaxupe;MG
3128808;guidoval;MG
3128907;guimarania;MG
3129004;guiricema;MG
3129103;gurinhata;MG
3129202;heliodora;MG
3129301;iapu;MG
3129400;ibertioga;MG
3129509;ibia;MG
3129608;ibiai;MG
3129657;ibiracatu;MG
3129707;ibiraci;MG
3129806;ibirite;MG
3129905;ibitiura de minas;MG
3130002;ibituruna;MG
3130051;icarai de minas;MG
3130101;igarape;MG
3130200;igaratinga;MG
3130309;iguatama;MG
3130408;ijaci;MG
3130507;ilicinea;MG
3130556;imbe de minas;MG
3130606;inconfidentes;MG
3130655;indaiabira;MG
3130705;indianopolis;MG
3130804;ingai;MG
3130903;inhapim;MG
3131000;inhauma;MG
3131109;inimutaba;MG
3131158;ipaba;MG
3131208;ipanema;MG
3131307;ipatinga;MG
3131406;ipiacu;MG
3131505;ipuiuna;MG
3131604;irai de minas;MG
3131703;itabira;MG
3131802;itabirinha;MG
3131901;itabirito;MG
3132008;itacambira;MG
3132107;itacarambi;MG
3132206;itaguara;MG
3132305;itaipe;MG
3132404;itajuba;MG
3132503;itamarandiba;MG
3132602;itamarati de minas;MG
3132701;itambacuri;MG
3132800;itambe do mato dentro;MG
3132909;itamogi;MG
3133006;itamonte;MG
3133105;itanhandu;MG
3133204;itanhomi;MG
3133303;itaobim;MG
3133402;itapagipe;MG
3133501;itapecerica;MG
3133600;itapeva;MG
3133709;itatiaiucu;MG
3133758;itau de minas;MG
3133808;itauna;MG
3133907;itaverava;MG
3134004;itinga;MG
3134103;itueta;MG
3134202;ituiutaba;MG
3134301;itumirim;MG
3134400;iturama;MG
3134509;itutinga;MG
3134608;jaboticatubas;MG
3134707;jacinto;MG
3134806;jacui;MG
3134905;jacutinga;MG
3135001;jaguaracu;MG
3135050;jaiba;MG
3135076;jampruca;MG
3135100;janauba;MG
3135209;januaria;MG
3135308;japaraiba;MG
3135357;japonvar;MG
3135407;jeceaba;MG
3135456;jenipapo de minas;MG
3135506;jequeri;MG
3135605;jequitai;MG
3135704;jequitiba;MG
3135803;jequitinhonha;MG
3135902;jesuania;MG
3136009;joaima;MG
3136108;joanesia;MG
3136207;joao monlevade;MG
3136306;joao pinheiro;MG
3136405;joaquim felicio;MG
3136504;jordania;MG
3136520;jose goncalves de minas;MG
3136553;jose raydan;MG
3136579;josenopolis;MG
3136603;nova uniao;MG
3136652;juatuba;MG
3136702;juiz de fora;MG
3136801;juramento;MG
3136900;juruaia;MG
3136959;juvenilia;MG
3137007;ladainha;MG
3137106;lagamar;MG
3137205;lagoa da prata;MG
3137304;lagoa dos patos;MG
3137403;lagoa dourada;MG
3137502;lagoa formosa;MG
3137536;lagoa grande;MG
3137601;lagoa santa;MG
3137700;lajinha;MG
3137809;lambari;MG
3137908;lamim;MG
3138005;laranjal;MG
3138104;lassance;MG
3138203;lavras;MG
3138302;leandro ferreira;MG
3138351;leme do prado;MG
3138401;leopoldina;MG
3138500;liberdade;MG
3138609;lima duarte;MG
3138625;limeira do oeste;MG
3138658;lontra;MG
3138674;luisburgo;MG
3138682;luislandia;MG
3138708;luminarias;MG
3138807;luz;MG
3138906;machacalis;MG
3139003;machado;MG
3139102;madre de deus de minas;MG
3139201;malacacheta;MG
3139250;mamonas;MG
3139300;manga;MG
3139409;manhuacu;MG
3139508;manhumirim;MG
3139607;mantena;MG
3139706;maravilhas;MG
3139805;mar de espanha;MG
3139904;maria da fe;MG
3140001;mariana;MG
3140100;marilac;MG
3140159;mario campos;MG
3140209;maripa de minas;MG
3140308;marlieria;MG
3140407;marmelopolis;MG
3140506;martinho campos;MG
3140530;martins soares;MG
3140555;mata verde;MG
3140605;materlandia;MG
3140704;mateus leme;MG
3140803;matias barbosa;MG
3140852;matias cardoso;MG
3140902;matipo;MG
3141009;mato verde;MG
3141108;matozinhos;MG
3141207;matutina;MG
3141306;medeiros;MG
3141405;medina;MG
3141504;mendes pimentel;MG
3141603;merces;MG
3141702;mesquita;MG
3141801;minas novas;MG
3141900;minduri;MG
3142007;mirabela;MG
3142106;miradouro;MG
3142205;mirai;MG
3142254;miravania;MG
3142304;moeda;MG
3142403;moema;MG
3142502;monjolos;MG
3142601;monsenhor paulo;MG
3142700;montalvania;MG
3142809;monte alegre de minas;MG
3142908;monte azul;MG
3143005;monte belo;MG
3143104;monte carmelo;MG
3143153;monte formoso;MG
3143203;monte santo de minas;MG
3143302;montes claros;MG
3143401;monte siao;MG
3143450;montezuma;MG
3143500;morada nova de minas;MG
3143609;morro da garca;MG
3143708;morro do pilar;MG
3143807;munhoz;MG
3143906;muriae;MG
3144003;mutum;MG
3144102;muzambinho;MG
3144201;nacip raydan;MG
3144300;nanuque;MG
3144359;naque;MG
3144375;natalandia;MG
3144409;natercia;MG
3144508;nazareno;MG
3144607;nepomuceno;MG
3144656;ninheira;MG
3144672;nova belem;MG
3144706;nova era;MG
3144805;nova lima;MG
3144904;nova modica;MG
3145000;nova ponte;MG
3145059;nova porteirinha;MG
3145109;nova resende;MG
3145208;nova serrana;MG
3145307;novo cruzeiro;MG
3145356;novo oriente de minas;MG
3145372;novorizonte;MG
3145406;olaria;MG
3145455;olhos-d'agua;MG
3145505;olimpio noronha;MG
3145604;oliveira;MG
3145703;oliveira fortes;MG
3145802;onca de pitangui;MG
3145851;oratorios;MG
3145877;orizania;MG
3145901;ouro branco;MG
3146008;ouro fino;MG
3146107;ouro preto;MG
3146206;ouro verde de minas;MG
3146255;padre carvalho;MG
3146305;padre paraiso;MG
3146404;paineiras;MG
3146503;pains;MG
3146552;pai pedro;MG
3146602;paiva;MG
3146701;palma;MG
3146750;palmopolis;MG
3146909;papagaios;MG
3147006;paracatu;MG
3147105;para de minas;MG
3147204;paraguacu;MG
3147303;paraisopolis;MG
3147402;paraopeba;MG
3147501;passabem;MG
3147600;passa quatro;MG
3147709;passa tempo;MG
3147808;passa vinte;MG
3147907;passos;MG
3147956;patis;MG
3148004;patos de minas;MG
3148103;patrocinio;MG
3148202;patrocinio do muriae;MG
3148301;paula candido;MG
3148400;paulistas;MG
3148509;pavao;MG
3148608;pecanha;MG
3148707;pedra azul;MG
3148756;pedra bonita;MG
3148806;pedra do anta;MG
3148905;pedra do indaia;MG
3149002;pedra dourada;MG
3149101;pedralva;MG
3149150;pedras de maria da cruz;MG
3149200;pedrinopolis;MG
3149309;pedro leopoldo;MG
3149408;pedro teixeira;MG
3149507;pequeri;MG
3149606;pequi;MG
3149705;perdigao;MG
3149804;perdizes;MG
3149903;perdoes;MG
3149952;periquito;MG
3150000;pescador;MG
3150109;piau;MG
3150158;piedade de caratinga;MG
3150208;piedade de ponte nova;MG
3150307;piedade do rio grande;MG
3150406;piedade dos gerais;MG
3150505;pimenta;MG
3150539;pingo d'agua;MG
3150570;pintopolis;MG
3150604;piracema;MG
3150703;pirajuba;MG
3150802;piranga;MG
3150901;pirangucu;MG
3151008;piranguinho;MG
3151107;pirapetinga;MG
3151206;pirapora;MG
3151305;pirauba;MG
3151404;pitangui;MG
3151503;piumhi;MG
3151602;planura;MG
3151701;poco fundo;MG
3151800;pocos de caldas;MG
3151909;pocrane;MG
3152006;pompeu;MG
3152105;ponte nova;MG
3152131;ponto chique;MG
3152170;ponto dos volantes;MG
3152204;porteirinha;MG
3152303;porto firme;MG
3152402;pote;MG
3152501;pouso alegre;MG
3152600;pouso alto;MG
3152709;prados;MG
3152808;prata;MG
3152907;pratapolis;MG
3153004;pratinha;MG
3153103;presidente bernardes;MG
3153202;presidente juscelino;MG
3153301;presidente kubitschek;MG
3153400;presidente olegario;MG
3153509;alto jequitiba;MG
3153608;prudente de morais;MG
3153707;quartel geral;MG
3153806;queluzito;MG
3153905;raposos;MG
3154002;raul soares;MG
3154101;recreio;MG
3154150;reduto;MG
3154200;resende costa;MG
3154309;resplendor;MG
3154408;ressaquinha;MG
3154457;riachinho;MG
3154507;riacho dos machados;MG
3154606;ribeirao das neves;MG
3154705;ribeirao vermelho;MG
3154804;rio acima;MG
3154903;rio casca;MG
3155009;rio doce;MG
3155108;rio do prado;MG
3155207;rio espera;MG
3155306;rio manso;MG
3155405;rio novo;MG
3155504;rio paranaiba;MG
3155603;rio pardo de minas;MG
3155702;rio piracicaba;MG
3155801;rio pomba;MG
3155900;rio preto;MG
3156007;rio vermelho;MG
3156106;ritapolis;MG
3156205;rochedo de minas;MG
3156304;rodeiro;MG
3156403;romaria;MG
3156452;rosario da limeira;MG
3156502;rubelita;MG
3156601;rubim;MG
3156700;sabara;MG
3156809;sabinopolis;MG
3156908;sacramento;MG
3157005;salinas;MG
3157104;salto da divisa;MG
3157203;santa barbara;MG
3157252;santa barbara do leste;MG
3157278;santa barbara do monte verde;MG
3157302;santa barbara do tugurio;MG
3157336;santa cruz de minas;MG
3157377;santa cruz de salinas;MG
3157401;santa cruz do escalvado;MG
3157500;santa efigenia de minas;MG
3157609;santa fe de minas;MG
3157658;santa helena de minas;MG
3157708;santa juliana;MG
3157807;santa luzia;MG
3157906;santa margarida;MG
3158003;santa maria de itabira;MG
3158102;santa maria do salto;MG
3158201;santa maria do suacui;MG
3158300;santana da vargem;MG
3158409;santana de cataguases;MG
3158508;santana de pirapama;MG
3158607;santana do deserto;MG
3158706;santana do garambeu;MG
3158805;santana do jacare;MG
3158904;santana do manhuacu;MG
3158953;santana do paraiso;MG
3159001;santana do riacho;MG
3159100;santana dos montes;MG
3159209;santa rita de caldas;MG
3159308;santa rita de jacutinga;MG
3159357;santa rita de minas;MG
3159407;santa rita de ibitipoca;MG
3159506;santa rita do itueto;MG
3159605;santa rita do sapucai;MG
3159704;santa rosa da serra;MG
3159803;santa vitoria;MG
3159902;santo antonio do amparo;MG
3160009;santo antonio do aventureiro;MG
3160108;santo antonio do grama;MG
3160207;santo antonio do itambe;MG
3160306;santo antonio do jacinto;MG
3160405;santo antonio do monte;MG
3160454;santo antonio do retiro;MG
3160504;santo antonio do rio abaixo;MG
3160603;santo hipolito;MG
3160702;santos dumont;MG
3160801;sao bento abade;MG
3160900;sao bras do suacui;MG
3160959;sao domingos das dores;MG
3161007;sao domingos do prata;MG
3161056;sao felix de minas;MG
3161106;sao francisco;MG
3161205;sao francisco de paula;MG
3161304;sao francisco de sales;MG
3161403;sao francisco do gloria;MG
3161502;sao geraldo;MG
3161601;sao geraldo da piedade;MG
3161650;sao geraldo do baixio;MG
3161700;sao goncalo do abaete;MG
3161809;sao goncalo do para;MG
3161908;sao goncalo do rio abaixo;MG
3162005;sao goncalo do sapucai;MG
3162104;sao gotardo;MG
3162203;sao joao batista do gloria;MG
3162252;sao joao da lagoa;MG
3162302;sao joao da mata;MG
3162401;sao joao da ponte;MG
3162450;sao joao das missoes;MG
3162500;sao joao del rei;MG
3162559;sao joao do manhuacu;MG
3162575;sao joao do manteninha;MG
3162609;sao joao do oriente;MG
3162658;sao joao do pacui;MG
3162708;sao joao do paraiso;MG
3162807;sao joao evangelista;MG
3162906;sao joao nepomuceno;MG
3162922;sao joaquim de bicas;MG
3162948;sao jose da barra;MG
3162955;sao jose da lapa;MG
3163003;sao jose da safira;MG
3163102;sao jose da varginha;MG
3163201;sao jose do alegre;MG
3163300;sao jose do divino;MG
3163409;sao jose do goiabal;MG
3163508;sao jose do jacuri;MG
3163607;sao jose do mantimento;MG
3163706;sao lourenco;MG
3163805;sao miguel do anta;MG
3163904;sao pedro da uniao;MG
3164001;sao pedro dos ferros;MG
3164100;sao pedro do suacui;MG
3164209;sao romao;MG
3164308;sao roque de minas;MG
3164407;sao sebastiao da bela vista;MG
3164431;sao sebastiao da vargem alegre;MG
3164472;sao sebastiao do anta;MG
3164506;sao sebastiao do maranhao;MG
3164605;sao sebastiao do oeste;MG
3164704;sao sebastiao do paraiso;MG
3164803;sao sebastiao do rio preto;MG
3164902;sao sebastiao do rio verde;MG
3165008;sao tiago;MG
3165107;sao tomas de aquino;MG
3165206;sao thome das letras;MG
3165305;sao vicente de minas;MG
3165404;sapucai-mirim;MG
3165503;sardoa;MG
3165537;sarzedo;MG
3165552;setubinha;MG
3165560;sem-peixe;MG
3165578;senador amaral;MG
3165602;senador cortes;MG
3165701;senador firmino;MG
3165800;senador jose bento;MG
3165909;senador modestino goncalves;MG
3166006;senhora de oliveira;MG
3166105;senhora do porto;MG
3166204;senhora dos remedios;MG
3166303;sericita;MG
3166402;seritinga;MG
3166501;serra azul de minas;MG
3166600;serra da saudade;MG
3166709;serra dos aimores;MG
3166808;serra do salitre;MG
3166907;serrania;MG
3166956;serranopolis de minas;MG
3167004;serranos;MG
3167103;serro;MG
3167202;sete lagoas;MG
3167301;silveirania;MG
3167400;silvianopolis;MG
3167509;simao pereira;MG
3167608;simonesia;MG
3167707;sobralia;MG
3167806;soledade de minas;MG
3167905;tabuleiro;MG
3168002;taiobeiras;MG
3168051;taparuba;MG
3168101;tapira;MG
3168200;tapirai;MG
3168309;taquaracu de minas;MG
3168408;tarumirim;MG
3168507;teixeiras;MG
3168606;teofilo otoni;MG
3168705;timoteo;MG
3168804;tiradentes;MG
3168903;tiros;MG
3169000;tocantins;MG
3169059;tocos do moji;MG
3169109;toledo;MG
3169208;tombos;MG
3169307;tres coracoes;MG
3169356;tres marias;MG
3169406;tres pontas;MG
3169505;tumiritinga;MG
3169604;tupaciguara;MG
3169703;turmalina;MG
3169802;turvolandia;MG
3169901;uba;MG
3170008;ubai;MG
3170057;ubaporanga;MG
3170107;uberaba;MG
3170206;uberlandia;MG
3170305;umburatiba;MG
3170404;unai;MG
3170438;uniao de minas;MG
3170479;uruana de minas;MG
3170503;urucania;MG
3170529;urucuia;MG
3170578;vargem alegre;MG
3170602;vargem bonita;MG
3170651;vargem grande do rio pardo;MG
3170701;varginha;MG
3170750;varjao de minas;MG
3170800;varzea da palma;MG
3170909;varzelandia;MG
3171006;vazante;MG
3171030;verdelandia;MG
3171071;veredinha;MG
3171105;verissimo;MG
3171154;vermelho novo;MG
3171204;vespasiano;MG
3171303;vicosa;MG
3171402;vieiras;MG
3171501;mathias lobato;MG
3171600;virgem da lapa;MG
3171709;virginia;MG
3171808;virginopolis;MG
3171907;virgolandia;MG
3172004;visconde do rio branco;MG
3172103;volta grande;MG
3172202;wenceslau braz;MG
3200102;afonso claudio;ES
3200136;aguia branca;ES
3200169;agua doce do norte;ES
3200201;alegre;ES
3200300;alfredo chaves;ES
3200359;alto rio novo;ES
3200409;anchieta;ES
3200508;apiaca;ES
3200607;aracruz;ES
3200706;atilio vivacqua;ES
3200805;baixo guandu;ES
3200904;barra de sao francisco;ES
3201001;boa esperanca;ES
3201100;bom jesus do norte;ES
3201159;brejetuba;ES
3201209;cachoeiro de itapemirim;ES
3201308;cariacica;ES
3201407;castelo;ES
3201506;colatina;ES
3201605;conceicao da barra;ES
3201704;conceicao do castelo;ES
3201803;divino de sao lourenco;ES
3201902;domingos martins;ES
3202009;dores do rio preto;ES
3202108;ecoporanga;ES
3202207;fundao;ES
3202256;governador lindenberg;ES
3202306;guacui;ES
3202405;guarapari;ES
3202454;ibatiba;ES
3202504;ibiracu;ES
3202553;ibitirama;ES
3202603;iconha;ES
3202652;irupi;ES
3202702;itaguacu;ES
3202801;itapemirim;ES
3202900;itarana;ES
3203007;iuna;ES
3203056;jaguare;ES
3203106;jeronimo monteiro;ES
3203130;joao neiva;ES
3203163;laranja da terra;ES
3203205;linhares;ES
3203304;mantenopolis;ES
3203320;marataizes;ES
3203346;marechal floriano;ES
3203353;marilandia;ES
